generation	max_fitness
0	10.1
1	10.1
2	10.1
3	11.0
4	10.4
5	10.1
6	10.4
7	10.4
8	10.4
9	10.4
10	11.5
11	10.1
12	10.1
13	10.1
14	10.4
15	10.4
16	10.1
17	10.4
18	11.6
19	10.4
20	0.2
21	0.2
22	0.2
23	0.2
24	7.3
25	7.3
26	7.3
27	7.3
28	7.3
29	7.3
30	7.3
31	7.3
32	7.3
33	7.3
34	7.3
35	7.3
36	7.8
37	7.8
38	7.8
39	7.8
40	7.8
41	7.8
42	7.8
43	7.8
44	7.8
45	7.8
46	7.8
47	7.8
48	7.8
49	7.8
50	7.8
51	7.8
52	7.8
53	7.8
54	7.8
55	7.8
56	7.8
57	7.8
58	7.8
59	7.8
60	7.8
61	7.8
62	7.8
63	7.8
64	7.8
65	7.8
66	7.8
67	7.8
68	7.8
69	7.8
70	7.8
71	7.8
72	7.8
73	7.8
74	7.8
75	7.8
76	7.8
77	7.8
78	7.8
79	7.8
80	7.8
81	7.8
82	7.8
83	7.8
84	7.8
85	7.8
86	7.8
87	7.8
88	7.8
89	7.8
90	7.8
91	7.8
92	7.8
93	7.8
94	7.8
95	7.8
96	7.8
97	7.8
98	7.8
99	7.8
