generation	max_fitness
0	10.1
1	10.1
2	10.1
3	10.4
4	9.8
5	10.7
6	10.1
7	9.8
8	10.1
9	10.4
10	10.4
11	10.1
12	10.1
13	10.4
14	10.1
15	10.7
16	10.7
17	10.4
18	10.4
19	11.0
20	10.4
21	10.1
22	10.4
23	10.1
24	9.8
25	10.4
26	10.1
27	10.7
28	10.1
29	11.0
30	-324.0
31	-324.0
32	-324.0
33	-1.7
34	6.5
35	6.5
36	6.5
37	6.5
38	6.5
39	6.5
40	6.5
41	6.5
42	6.5
43	6.5
44	6.5
45	6.5
46	6.5
47	6.5
48	6.5
49	6.5
50	6.5
51	6.5
52	6.5
53	6.5
54	6.5
55	6.5
56	6.5
57	6.5
58	6.5
59	6.5
60	6.5
61	6.5
62	6.5
63	6.5
64	6.5
65	6.5
66	6.5
67	6.5
68	6.5
69	6.5
70	6.5
71	6.5
72	6.5
73	6.5
74	6.5
75	6.5
76	6.5
77	6.5
78	6.5
79	6.5
80	6.5
81	6.5
82	6.5
83	6.5
84	6.5
85	6.5
86	6.5
87	6.5
88	6.5
89	6.5
90	6.5
91	6.5
92	6.5
93	6.5
94	6.5
95	6.5
96	6.5
97	6.5
98	6.5
99	6.5
